Ticker,Date,Open,High,Low,Close,Volume,Adj_Close,Change,Gain,Loss,AvgGain,AvgLoss,RS,RSI,EMA12
WOR,2016-11-04,46.869999,47.799999,46.16,47.209999,825100,47.040271,0,0,0,0,0,0,0,0
WOR,2016-11-03,45.75,46.91,45.75,46.77,664000,46.601854,0,0,0,0,0,0,0,0
WOR,2016-11-02,45.16,46.330002,45.16,45.450001,481600,45.2866,0,0,0,0,0,0,0,0
WOR,2016-11-01,47.389999,47.849998,45.080002,45.330002,561400,45.167033,0,0,0,0,0,0,0,0
WOR,2016-10-31,46.610001,47.279999,46.310001,47.00,573000,46.831027,0,0,0,0,0,0,0,0
WOR,2016-10-28,46.57,47.169998,46.200001,46.470001,601700,46.302934,0,0,0,0,0,0,0,0
WOR,2016-10-27,48.189999,48.189999,46.599998,46.77,728300,46.601854,0,0,0,0,0,0,0,0
WOR,2016-10-26,48.040001,48.830002,47.759998,48.200001,579300,48.026713,0,0,0,0,0,0,0,0
WOR,2016-10-25,48.759998,49.110001,48.099998,48.169998,335300,47.996819,0,0,0,0,0,0,0,0
WOR,2016-10-24,49.73,49.73,48.259998,48.310001,318300,48.136319,0,0,0,0,0,0,0,0
WOR,2016-10-21,47.919998,48.619999,47.59,47.860001,440700,47.687936,0,0,0,0,0,0,0,0
WOR,2016-10-20,48.200001,48.689999,47.25,48.389999,693100,48.216029,0,0,0,0,0,0,0,0
WOR,2016-10-19,47.84,48.720001,47.450001,48.380001,459100,48.206067,0,0,0,0,0,0,0,0
WOR,2016-10-18,48.639999,48.779999,47.419998,47.689999,771700,47.518545,0,0,0,0,0,0,0,0
WOR,2016-10-17,47.560001,48.32,47.27,47.799999,254400,47.62815,0,0,0,0,0,0,0,0
WOR,2016-10-14,47.91,48.43,47.529999,47.549999,342300,47.379049,0,0,0,0,0,0,0,0
WOR,2016-10-13,47.450001,47.82,46.41,47.509998,478100,47.339192,0,0,0,0,0,0,0,0
WOR,2016-10-12,48.150002,48.75,47.93,48.490002,273900,48.315672,0,0,0,0,0,0,0,0
WOR,2016-10-11,48.84,49.040001,47.810001,48.16,526700,47.986856,0,0,0,0,0,0,0,0
WOR,2016-10-10,48.950001,49.720001,48.950001,49.220001,327100,49.043047,0,0,0,0,0,0,0,0
WOR,2016-10-07,48.00,48.639999,47.549999,48.540001,766500,48.365491,0,0,0,0,0,0,0,0
WOR,2016-10-06,47.040001,47.950001,46.779999,47.59,719600,47.418906,0,0,0,0,0,0,0,0
WOR,2016-10-05,47.709999,47.75,47.02,47.490002,454700,47.319267,0,0,0,0,0,0,0,0
WOR,2016-10-04,47.830002,48.400002,46.970001,47.169998,511200,47.000414,0,0,0,0,0,0,0,0
WOR,2016-10-03,48.16,48.360001,47.740002,48.209999,538800,48.036676,0,0,0,0,0,0,0,0
WOR,2016-09-30,47.720001,48.470001,46.950001,48.029999,609000,47.857323,0,0,0,0,0,0,0,0
WOR,2016-09-29,46.849998,48.50,46.790001,47.23,839800,47.0602,0,0,0,0,0,0,0,0
WOR,2016-09-28,45.00,47.09,44.91,46.889999,1039700,46.721422,0,0,0,0,0,0,0,0
WOR,2016-09-27,43.860001,44.389999,43.549999,44.27,424200,44.110842,0,0,0,0,0,0,0,0
WOR,2016-09-26,44.07,44.25,43.59,44.00,401500,43.841812,0,0,0,0,0,0,0,0
WOR,2016-09-23,43.599998,44.389999,43.529999,44.169998,837400,44.011199,0,0,0,0,0,0,0,0
WOR,2016-09-22,43.200001,44.09,43.09,43.619999,448400,43.463177,0,0,0,0,0,0,0,0
WOR,2016-09-21,41.669998,42.57,41.529999,42.509998,291500,42.357168,0,0,0,0,0,0,0,0
WOR,2016-09-20,41.279999,41.650002,40.82,41.27,349800,41.121628,0,0,0,0,0,0,0,0
WOR,2016-09-19,40.52,41.290001,40.110001,41.060001,327100,40.912384,0,0,0,0,0,0,0,0
WOR,2016-09-16,40.900002,40.91,40.110001,40.139999,711500,39.995689,0,0,0,0,0,0,0,0
WOR,2016-09-15,40.169998,41.23,40.049999,41.16,336500,41.012023,0,0,0,0,0,0,0,0
WOR,2016-09-14,39.720001,40.169998,39.369999,40.080002,354200,39.935907,0,0,0,0,0,0,0,0
WOR,2016-09-13,41.07,41.07,39.279999,39.75,448800,39.607092,0,0,0,0,0,0,0,0
WOR,2016-09-12,40.759998,41.93,40.16,41.77,364200,41.420548,0,0,0,0,0,0,0,0
WOR,2016-09-09,43.00,43.00,41.139999,41.32,371600,40.974312,0,0,0,0,0,0,0,0
WOR,2016-09-08,44.18,44.200001,43.369999,43.369999,220000,43.007161,0,0,0,0,0,0,0,0
WOR,2016-09-07,43.82,44.490002,43.669998,44.279999,694800,43.909548,0,0,0,0,0,0,0,0
WOR,2016-09-06,43.66,43.970001,43.259998,43.970001,325700,43.602143,0,0,0,0,0,0,0,0
WOR,2016-09-02,43.880001,44.049999,42.720001,43.290001,261400,42.927832,0,0,0,0,0,0,0,0
WOR,2016-09-01,42.880001,43.459999,42.490002,43.380001,297800,43.017079,0,0,0,0,0,0,0,0
WOR,2016-08-31,42.509998,43.049999,42.419998,42.900002,196700,42.541095,0,0,0,0,0,0,0,0
WOR,2016-08-30,43.419998,43.549999,42.41,42.799999,218300,42.44193,0,0,0,0,0,0,0,0
WOR,2016-08-29,42.849998,43.490002,42.75,43.419998,244400,43.056742,0,0,0,0,0,0,0,0
WOR,2016-08-26,43.18,43.77,42.549999,42.75,168900,42.392349,0,0,0,0,0,0,0,0
WOR,2016-08-25,42.580002,43.290001,42.490002,42.900002,296700,42.541095,0,0,0,0,0,0,0,0
WOR,2016-08-24,43.68,43.75,42.52,42.639999,282800,42.283269,0,0,0,0,0,0,0,0
WOR,2016-08-23,43.970001,44.490002,43.860001,44.02,351800,43.651724,0,0,0,0,0,0,0,0
WOR,2016-08-22,42.080002,43.57,42.080002,43.529999,327600,43.165822,0,0,0,0,0,0,0,0
WOR,2016-08-19,42.810001,42.849998,42.049999,42.360001,296500,42.005612,0,0,0,0,0,0,0,0
WOR,2016-08-18,42.91,43.209999,42.540001,43.200001,269100,42.838585,0,0,0,0,0,0,0,0
WOR,2016-08-17,42.25,42.990002,42.029999,42.650002,232900,42.293187,0,0,0,0,0,0,0,0
WOR,2016-08-16,42.630001,42.919998,42.299999,42.470001,237600,42.114693,0,0,0,0,0,0,0,0
WOR,2016-08-15,42.16,42.919998,42.139999,42.57,329200,42.213854,0,0,0,0,0,0,0,0
WOR,2016-08-12,42.689999,42.900002,41.669998,41.82,302600,41.470129,0,0,0,0,0,0,0,0
WOR,2016-08-11,42.490002,42.77,42.119999,42.639999,456800,42.283269,0,0,0,0,0,0,0,0
WOR,2016-08-10,42.599998,42.630001,42.040001,42.279999,280600,41.92628,0,0,0,0,0,0,0,0
WOR,2016-08-09,42.490002,42.84,42.259998,42.310001,327200,41.956031,0,0,0,0,0,0,0,0
WOR,2016-08-08,43.41,44.00,42.290001,42.490002,441400,42.134526,0,0,0,0,0,0,0,0
WOR,2016-08-05,43.200001,43.549999,42.669998,43.279999,243100,42.917914,0,0,0,0,0,0,0,0
WOR,2016-08-04,42.950001,43.360001,42.700001,43.189999,388600,42.828666,0,0,0,0,0,0,0,0
WOR,2016-08-03,42.900002,42.98,41.900002,42.959999,613900,42.600591,0,0,0,0,0,0,0,0
WOR,2016-08-02,44.139999,44.299999,42.759998,43.18,550500,42.818752,0,0,0,0,0,0,0,0
WOR,2016-08-01,44.27,44.439999,43.50,43.959999,337700,43.592225,0,0,0,0,0,0,0,0
WOR,2016-07-29,44.75,45.02,44.169998,44.310001,451500,43.939299,0,0,0,0,0,0,0,0
WOR,2016-07-28,44.970001,44.970001,44.360001,44.66,300300,44.286369,0,0,0,0,0,0,0,0
WOR,2016-07-27,45.25,45.619999,44.470001,44.900002,276000,44.524363,0,0,0,0,0,0,0,0
WOR,2016-07-26,43.529999,45.029999,43.439999,44.98,337700,44.603692,0,0,0,0,0,0,0,0
WOR,2016-07-25,43.779999,43.889999,43.16,43.540001,196400,43.175741,0,0,0,0,0,0,0,0
WOR,2016-07-22,43.740002,44.060001,43.419998,44.00,219900,43.631891,0,0,0,0,0,0,0,0
WOR,2016-07-21,44.380001,44.779999,43.529999,43.830002,257900,43.463315,0,0,0,0,0,0,0,0
WOR,2016-07-20,44.099998,44.57,43.169998,44.18,220300,43.810386,0,0,0,0,0,0,0,0
WOR,2016-07-19,45.02,45.07,44.040001,44.459999,309900,44.088042,0,0,0,0,0,0,0,0
WOR,2016-07-18,45.209999,45.529999,44.779999,45.470001,241200,45.089594,0,0,0,0,0,0,0,0
WOR,2016-07-15,45.470001,45.650002,44.889999,45.209999,310900,44.831767,0,0,0,0,0,0,0,0
WOR,2016-07-14,44.91,45.68,44.580002,45.200001,336800,44.821853,0,0,0,0,0,0,0,0
WOR,2016-07-13,44.779999,45.07,44.150002,44.91,332000,44.534278,0,0,0,0,0,0,0,0
WOR,2016-07-12,44.400002,45.07,44.34,44.75,336900,44.375617,0,0,0,0,0,0,0,0
WOR,2016-07-11,43.869999,44.299999,43.73,44.130001,408400,43.760805,0,0,0,0,0,0,0,0
WOR,2016-07-08,42.900002,43.860001,42.720001,43.669998,382900,43.30465,0,0,0,0,0,0,0,0
WOR,2016-07-07,42.860001,42.970001,41.959999,42.310001,327500,41.956031,0,0,0,0,0,0,0,0
WOR,2016-07-06,41.799999,42.700001,41.790001,42.529999,471800,42.174188,0,0,0,0,0,0,0,0
WOR,2016-07-05,41.779999,42.400002,41.509998,41.790001,548800,41.440381,0,0,0,0,0,0,0,0
WOR,2016-07-01,42.130001,43.939999,41.900002,42.009998,1108100,41.658538,0,0,0,0,0,0,0,0
WOR,2016-06-30,38.369999,42.299999,38.369999,42.299999,1297400,41.946113,0,0,0,0,0,0,0,0
WOR,2016-06-29,38.950001,38.950001,37.080002,37.970001,829400,37.65234,0,0,0,0,0,0,0,0
WOR,2016-06-28,36.68,37.119999,36.509998,36.959999,782200,36.650788,0,0,0,0,0,0,0,0
WOR,2016-06-27,37.27,37.34,36.16,36.259998,503000,35.956643,0,0,0,0,0,0,0,0
WOR,2016-06-24,38.919998,38.919998,37.09,37.389999,1362600,37.077191,0,0,0,0,0,0,0,0
WOR,2016-06-23,39.619999,39.830002,39.080002,39.810001,274100,39.476947,0,0,0,0,0,0,0,0
WOR,2016-06-22,39.299999,39.549999,39.009998,39.049999,366300,38.723303,0,0,0,0,0,0,0,0
WOR,2016-06-21,40.150002,40.169998,38.82,39.09,299500,38.762969,0,0,0,0,0,0,0,0
WOR,2016-06-20,39.93,40.830002,39.52,40.32,352300,39.982678,0,0,0,0,0,0,0,0
WOR,2016-06-17,39.41,39.630001,38.900002,39.110001,611400,38.782802,0,0,0,0,0,0,0,0
WOR,2016-06-16,38.91,39.34,38.16,39.27,340100,38.941463,0,0,0,0,0,0,0,0
WOR,2016-06-15,39.259998,39.810001,38.990002,39.18,318100,38.852216,0,0,0,0,0,0,0,0
WOR,2016-06-14,39.189999,39.59,38.73,39.07,247800,38.743136,0,0,0,0,0,0,0,0
WOR,2016-06-13,39.48,40.02,39.110001,39.299999,273900,38.971211,0,0,0,0,0,0,0,0
WOR,2016-06-10,39.779999,40.220001,39.310001,39.720001,298400,39.199289,0,0,0,0,0,0,0,0
WOR,2016-06-09,40.169998,40.459999,39.240002,40.029999,302200,39.505223,0,0,0,0,0,0,0,0
WOR,2016-06-08,40.32,41.07,40.259998,40.509998,310200,39.97893,0,0,0,0,0,0,0,0
WOR,2016-06-07,39.349998,40.240002,39.349998,39.779999,365300,39.2585,0,0,0,0,0,0,0,0
WOR,2016-06-06,39.169998,39.75,39.09,39.610001,229300,39.090731,0,0,0,0,0,0,0,0
WOR,2016-06-03,38.509998,39.18,38.389999,39.169998,314200,38.656497,0,0,0,0,0,0,0,0
WOR,2016-06-02,37.91,38.290001,37.639999,38.189999,247400,37.689344,0,0,0,0,0,0,0,0
WOR,2016-06-01,36.869999,38.25,36.790001,38.209999,426300,37.709083,0,0,0,0,0,0,0,0
WOR,2016-05-31,37.259998,37.75,36.900002,37.360001,250600,36.870227,0,0,0,0,0,0,0,0
WOR,2016-05-27,37.380001,37.59,36.439999,37.009998,356600,36.524813,0,0,0,0,0,0,0,0
WOR,2016-05-26,37.130001,37.59,36.93,37.459999,286100,36.968915,0,0,0,0,0,0,0,0
WOR,2016-05-25,36.540001,37.119999,36.509998,36.68,596400,36.199141,0,0,0,0,0,0,0,0
WOR,2016-05-24,36.400002,36.93,36.02,36.509998,370600,36.031368,0,0,0,0,0,0,0,0
WOR,2016-05-23,35.68,36.580002,35.52,36.380001,216200,35.903075,0,0,0,0,0,0,0,0
WOR,2016-05-20,35.720001,36.119999,35.360001,35.959999,255700,35.488579,0,0,0,0,0,0,0,0
WOR,2016-05-19,34.560001,35.59,34.310001,35.459999,266000,34.995134,0,0,0,0,0,0,0,0
WOR,2016-05-18,35.50,36.32,34.810001,34.98,308300,34.521427,0,0,0,0,0,0,0,0
WOR,2016-05-17,36.48,36.700001,35.540001,35.82,378800,35.350415,0,0,0,0,0,0,0,0
WOR,2016-05-16,36.50,36.950001,36.220001,36.43,290800,35.952419,0,0,0,0,0,0,0,0
WOR,2016-05-13,35.68,36.740002,35.470001,36.25,252300,35.774778,0,0,0,0,0,0,0,0
WOR,2016-05-12,36.310001,36.41,35.419998,35.889999,302800,35.419497,0,0,0,0,0,0,0,0
WOR,2016-05-11,36.419998,36.869999,35.790001,36.09,249700,35.616876,0,0,0,0,0,0,0,0
WOR,2016-05-10,35.349998,36.369999,35.00,36.369999,346800,35.893204,0,0,0,0,0,0,0,0
WOR,2016-05-09,36.200001,36.200001,34.209999,34.990002,559700,34.531298,0,0,0,0,0,0,0,0
WOR,2016-05-06,36.080002,36.970001,35.880001,36.66,270800,36.179403,0,0,0,0,0,0,0,0
WOR,2016-05-05,36.759998,36.849998,35.93,36.169998,255200,35.695825,0,0,0,0,0,0,0,0
WOR,2016-05-04,36.25,37.099998,36.25,36.52,288600,36.041239,0,0,0,0,0,0,0,0
WOR,2016-05-03,37.549999,37.91,36.299999,36.66,321900,36.179403,0,0,0,0,0,0,0,0
WOR,2016-05-02,37.959999,38.43,37.299999,38.259998,345200,37.758426,0,0,0,0,0,0,0,0
WOR,2016-04-29,37.720001,38.330002,37.330002,37.75,305500,37.255114,0,0,0,0,0,0,0,0
WOR,2016-04-28,38.080002,38.610001,37.490002,37.669998,311500,37.176161,0,0,0,0,0,0,0,0
WOR,2016-04-27,37.00,38.119999,36.849998,38.049999,446500,37.55118,0,0,0,0,0,0,0,0
WOR,2016-04-26,36.66,37.310001,35.799999,37.139999,291100,36.65311,0,0,0,0,0,0,0,0
WOR,2016-04-25,36.490002,36.490002,35.790001,36.450001,481600,35.972157,0,0,0,0,0,0,0,0
WOR,2016-04-22,37.130001,37.799999,36.57,36.77,386200,36.287962,0,0,0,0,0,0,0,0
WOR,2016-04-21,37.490002,37.939999,37.040001,37.279999,263800,36.791274,0,0,0,0,0,0,0,0
WOR,2016-04-20,38.18,38.419998,37.240002,37.380001,321700,36.889966,0,0,0,0,0,0,0,0
WOR,2016-04-19,38.009998,38.580002,37.639999,38.049999,353600,37.55118,0,0,0,0,0,0,0,0
WOR,2016-04-18,37.07,37.950001,37.00,37.580002,365000,37.087344,0,0,0,0,0,0,0,0
WOR,2016-04-15,36.950001,37.68,36.810001,37.360001,319700,36.870227,0,0,0,0,0,0,0,0
WOR,2016-04-14,37.279999,37.290001,36.669998,37.00,298600,36.514946,0,0,0,0,0,0,0,0
WOR,2016-04-13,37.32,37.599998,37.060001,37.240002,452100,36.751801,0,0,0,0,0,0,0,0
WOR,2016-04-12,36.41,36.91,36.130001,36.759998,244600,36.278091,0,0,0,0,0,0,0,0
WOR,2016-04-11,36.450001,36.669998,36.23,36.369999,244700,35.893204,0,0,0,0,0,0,0,0
WOR,2016-04-08,35.220001,36.130001,35.080002,35.880001,385300,35.40963,0,0,0,0,0,0,0,0
WOR,2016-04-07,35.150002,35.50,34.52,34.790001,351200,34.333919,0,0,0,0,0,0,0,0
WOR,2016-04-06,35.880001,35.91,35.299999,35.380001,410600,34.916185,0,0,0,0,0,0,0,0
WOR,2016-04-05,35.52,36.439999,35.459999,35.939999,342400,35.468841,0,0,0,0,0,0,0,0
WOR,2016-04-04,36.360001,36.82,35.799999,35.860001,398100,35.389892,0,0,0,0,0,0,0,0
WOR,2016-04-01,35.32,36.490002,34.779999,36.41,454000,35.932681,0,0,0,0,0,0,0,0
WOR,2016-03-31,36.259998,36.66,35.57,35.639999,430200,35.172775,0,0,0,0,0,0,0,0
WOR,2016-03-30,36.189999,36.68,35.560001,36.139999,446800,35.66622,0,0,0,0,0,0,0,0
WOR,2016-03-29,35.459999,36.169998,35.02,36.080002,719500,35.607009,0,0,0,0,0,0,0,0
WOR,2016-03-28,36.029999,36.029999,35.34,35.59,380000,35.123431,0,0,0,0,0,0,0,0
WOR,2016-03-24,35.450001,36.189999,35.43,35.709999,531200,35.241857,0,0,0,0,0,0,0,0
WOR,2016-03-23,35.130001,37.209999,35.00,35.240002,581900,34.778021,0,0,0,0,0,0,0,0
WOR,2016-03-22,36.150002,36.560001,35.50,36.169998,331800,35.695825,0,0,0,0,0,0,0,0
WOR,2016-03-21,36.740002,36.75,35.869999,36.400002,373900,35.922813,0,0,0,0,0,0,0,0
WOR,2016-03-18,36.299999,36.950001,35.799999,36.439999,917000,35.962286,0,0,0,0,0,0,0,0
WOR,2016-03-17,34.470001,36.119999,33.860001,35.990002,519300,35.518188,0,0,0,0,0,0,0,0
WOR,2016-03-16,33.389999,34.73,33.029999,34.43,416000,33.978638,0,0,0,0,0,0,0,0
WOR,2016-03-15,33.869999,33.900002,33.040001,33.450001,333700,33.011486,0,0,0,0,0,0,0,0
WOR,2016-03-14,33.759998,34.98,32.919998,34.360001,483200,33.909556,0,0,0,0,0,0,0,0
WOR,2016-03-11,33.52,34.509998,33.099998,34.049999,338800,33.603619,0,0,0,0,0,0,0,0
WOR,2016-03-10,33.110001,33.27,32.360001,33.259998,329600,32.636466,0,0,0,0,0,0,0,0
WOR,2016-03-09,32.709999,33.189999,32.209999,33.040001,394000,32.420593,0,0,0,0,0,0,0,0
WOR,2016-03-08,33.419998,33.759998,32.41,32.57,493300,31.959403,0,0,0,0,0,0,0,0
WOR,2016-03-07,32.700001,33.77,32.459999,33.77,435800,33.136907,0,0,0,0,0,0,0,0
WOR,2016-03-04,33.869999,34.02,32.580002,32.68,477400,32.067341,0,0,0,0,0,0,0,0
WOR,2016-03-03,33.240002,33.950001,33.09,33.91,513400,33.274282,0,0,0,0,0,0,0,0
WOR,2016-03-02,32.169998,33.279999,32.169998,33.25,369300,32.626655,0,0,0,0,0,0,0,0
WOR,2016-03-01,31.41,32.099998,31.09,32.060001,281700,31.458966,0,0,0,0,0,0,0,0
WOR,2016-02-29,30.82,31.65,30.790001,31.110001,258100,30.526775,0,0,0,0,0,0,0,0
WOR,2016-02-26,30.700001,31.18,30.49,30.700001,227600,30.124461,0,0,0,0,0,0,0,0
WOR,2016-02-25,30.27,30.540001,29.940001,30.540001,174800,29.967461,0,0,0,0,0,0,0,0
WOR,2016-02-24,29.860001,30.440001,29.60,30.33,241100,29.761397,0,0,0,0,0,0,0,0
WOR,2016-02-23,29.860001,30.530001,29.709999,30.309999,318100,29.741772,0,0,0,0,0,0,0,0
WOR,2016-02-22,30.110001,30.459999,29.73,30.17,206400,29.604397,0,0,0,0,0,0,0,0
WOR,2016-02-19,29.690001,30.040001,29.370001,29.629999,223800,29.074519,0,0,0,0,0,0,0,0
WOR,2016-02-18,30.280001,30.309999,29.620001,29.84,200400,29.280583,0,0,0,0,0,0,0,0
WOR,2016-02-17,29.709999,30.610001,29.709999,30.299999,275200,29.731959,0,0,0,0,0,0,0,0
WOR,2016-02-16,29.559999,29.969999,28.959999,29.559999,289600,29.005832,0,0,0,0,0,0,0,0
WOR,2016-02-12,28.360001,29.360001,28.33,29.280001,288200,28.731082,0,0,0,0,0,0,0,0
WOR,2016-02-11,27.950001,28.43,27.51,27.889999,200400,27.36714,0,0,0,0,0,0,0,0
WOR,2016-02-10,28.49,28.75,28.209999,28.360001,163100,27.82833,0,0,0,0,0,0,0,0
WOR,2016-02-09,28.030001,28.82,28.030001,28.379999,379500,27.847953,0,0,0,0,0,0,0,0
WOR,2016-02-08,28.940001,29.219999,28.34,28.90,350500,28.358205,0,0,0,0,0,0,0,0
WOR,2016-02-05,29.370001,30.15,29.209999,29.33,300500,28.780144,0,0,0,0,0,0,0,0
WOR,2016-02-04,29.68,30.73,29.34,29.75,478000,29.19227,0,0,0,0,0,0,0,0
WOR,2016-02-03,29.209999,29.809999,28.40,29.58,466800,29.025457,0,0,0,0,0,0,0,0
WOR,2016-02-02,28.15,29.23,28.110001,28.860001,301900,28.318956,0,0,0,0,0,0,0,0
WOR,2016-02-01,30.200001,30.23,28.790001,28.83,448800,28.289518,0,0,0,0,0,0,0,0
WOR,2016-01-29,28.299999,30.709999,27.559999,30.59,684600,30.016523,0,0,0,0,0,0,0,0
WOR,2016-01-28,27.940001,28.290001,27.440001,28.26,252800,27.730204,0,0,0,0,0,0,0,0
WOR,2016-01-27,27.49,28.139999,27.40,27.50,215600,26.984452,0,0,0,0,0,0,0,0
WOR,2016-01-26,27.10,28.129999,27.10,28.00,314000,27.475078,0,0,0,0,0,0,0,0
WOR,2016-01-25,27.629999,27.83,26.82,26.879999,284600,26.376074,0,0,0,0,0,0,0,0
WOR,2016-01-22,27.860001,28.26,27.24,27.790001,398300,27.269016,0,0,0,0,0,0,0,0
WOR,2016-01-21,27.57,27.92,27.040001,27.50,481800,26.984452,0,0,0,0,0,0,0,0
WOR,2016-01-20,26.83,28.040001,26.209999,27.799999,577800,27.278827,0,0,0,0,0,0,0,0
WOR,2016-01-19,26.870001,27.57,26.280001,27.309999,470100,26.798013,0,0,0,0,0,0,0,0
WOR,2016-01-15,26.940001,27.18,25.50,26.41,607900,25.914886,0,0,0,0,0,0,0,0
WOR,2016-01-14,28.43,28.59,27.73,27.780001,504500,27.259203,0,0,0,0,0,0,0,0
WOR,2016-01-13,29.15,29.27,28.219999,28.299999,480400,27.769453,0,0,0,0,0,0,0,0
WOR,2016-01-12,29.530001,29.690001,28.719999,29.15,618800,28.603518,0,0,0,0,0,0,0,0
WOR,2016-01-11,28.60,29.299999,28.41,29.219999,450600,28.672206,0,0,0,0,0,0,0,0
WOR,2016-01-08,28.67,28.799999,28.280001,28.360001,450600,27.82833,0,0,0,0,0,0,0,0
