Ticker,Date,Open,High,Low,Close,Volume,Adj_Close,Change,Gain,Loss,AvgGain,AvgLoss,RS,RSI,EMA12,EMA26,MACD,Signal,Histogram
WAAS,2017-01-17,19.18,19.91,19.15,19.77,151300,19.77,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2017-01-13,19.15,19.42,19.120001,19.17,47500,19.17,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2017-01-12,19.549999,19.639999,19.08,19.139999,127700,19.139999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2017-01-11,19.60,19.700001,19.33,19.549999,219300,19.549999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2017-01-10,20.200001,20.24,19.43,19.620001,212400,19.620001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2017-01-09,20.200001,20.469999,19.82,20.32,143800,20.32,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2017-01-06,20.82,20.959999,20.07,20.209999,224200,20.209999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2017-01-05,21.969999,22.030001,20.209999,20.85,263700,20.85,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2017-01-04,21.91,22.209999,21.50,21.85,185900,21.85,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2017-01-03,24.15,24.15,21.32,22.059999,345300,22.059999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-30,24.40,24.799999,24.288,24.530001,14500,24.530001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-29,24.950001,25.370001,24.01,24.290001,42400,24.290001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-28,25.309999,25.690001,24.879999,24.879999,50900,24.879999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-27,25.52,25.700001,25.275,25.50,72400,25.50,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-23,25.440001,25.719999,24.969999,25.700001,24800,25.700001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-22,25.60,25.75,24.389999,25.57,108500,25.57,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-21,25.212,26.18,23.841,25.809999,127900,25.809999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-20,25.73,26.049999,24.889999,25.07,86300,25.07,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-19,25.15,26.110001,24.469999,25.870001,138900,25.870001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-16,23.950001,26.33,23.950001,25.030001,869300,25.030001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-15,22.780001,24.200001,22.780001,24.200001,195300,24.200001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-14,23.83,23.84,22.27,22.780001,60000,22.780001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-13,24.08,24.219999,23.440001,23.799999,51100,23.799999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-12,23.85,24.35,23.85,24.049999,55800,24.049999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-09,23.694,24.375,23.68,23.91,74000,23.91,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-08,23.360001,23.98,23.120001,23.790001,30700,23.790001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-07,23.386,23.65,23.25,23.25,24800,23.25,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-06,23.690001,24.00,23.440001,23.48,104700,23.48,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-05,23.65,23.879999,23.035999,23.610001,84300,23.610001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-02,23.950001,23.99,23.50,23.629999,63800,23.629999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-12-01,23.139999,24.00,23.040001,23.83,237200,23.83,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-30,22.91,23.379999,22.60,23.25,135700,23.25,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-29,22.92,23.209999,22.67,23.00,106100,23.00,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-28,23.00,23.00,22.50,22.860001,47300,22.860001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-25,23.02,23.10,22.73,23.00,14600,23.00,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-23,22.99,23.219999,22.07,23.10,78600,23.10,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-22,22.34,23.360001,22.08,23.16,146500,23.16,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-21,21.67,22.639999,21.50,22.530001,89600,22.530001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-18,21.049999,22.219999,20.575001,21.75,247900,21.75,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-17,20.450001,21.75,20.309999,21.23,140300,21.23,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-16,20.025999,20.83,20.00,20.790001,656300,20.790001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-15,19.700001,20.110001,19.65,19.969999,124200,19.969999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-14,20.32,20.32,19.370001,19.60,92600,19.60,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-11,19.690001,20.50,19.620001,20.16,63300,20.16,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-10,20.200001,20.450001,19.77,19.91,251100,19.91,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-09,19.790001,20.41,19.790001,20.15,105500,20.15,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-08,20.200001,20.52,20.190001,20.190001,157100,20.190001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-07,21.00,21.00,19.83,20.129999,185300,20.129999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-04,21.049999,21.49,20.940001,20.940001,101900,20.940001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-03,21.40,21.58,21.190001,21.35,42500,21.35,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-02,21.68,21.805,21.292,21.549999,23500,21.549999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-11-01,21.120001,22.08,21.120001,21.60,149900,21.60,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-10-31,22.00,22.68,21.139999,21.23,240400,21.23,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-10-28,22.35,23.02,21.85,22.00,119200,22.00,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-10-27,22.32,23.08,22.219999,22.52,220500,22.52,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-10-26,22.139999,23.559999,21.82,22.43,229200,22.43,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-10-25,23.799999,23.799999,21.684999,21.969999,121300,21.969999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-10-24,24.200001,24.51,23.620001,23.799999,113200,23.799999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-10-21,23.450001,24.200001,23.434999,24.049999,196800,24.049999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-10-20,23.129999,23.559999,23.129999,23.43,91000,23.43,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-10-19,22.90,23.459999,22.799999,23.200001,207400,23.200001,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-10-18,22.629999,23.280001,22.530001,23.01,52100,23.01,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-10-17,22.700001,22.74,22.450001,22.629999,29900,22.629999,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-10-14,22.700001,22.799999,21.76,22.48,75600,22.48,0,0,0,0,0,0,0,0,0,0,0,0
WAAS,2016-10-13,23.629999,24.43,22.059999,22.27,230600,22.27,0,0,0,0,0,0,0,0,0,0,0,0
