Ticker,Date,Open,High,Low,Close,Volume,Adj_Close,Change,Gain,Loss,AvgGain,AvgLoss,RS,RSI,EMA12,EMA26,MACD,Signal,Histogram
DIN,1/4/2016,83.959999,84.300003,82.589996,83.830002,157200,80.206995,0,0,0
DIN,1/5/2016,84.059998,84.639999,83.290001,84.089996,107100,80.455753,0.259994,0.259994,0
DIN,1/6/2016,82.980003,84.00,82.830002,83.639999,139000,80.025205,-0.449997,0,0.449997
DIN,1/7/2016,82.889999,84.419998,82.870003,84.00,313400,80.369647,0.360001,0.360001,0
DIN,1/8/2016,84.00,84.800003,83.419998,83.599998,272200,79.986932,-0.400002,0,0.400002
DIN,1/11/2016,83.889999,84.449997,83.110001,84.129997,169300,80.494026,0.529999,0.529999,0
DIN,1/12/2016,84.309998,85.309998,83.150002,83.790001,213500,80.168723,-0.339996,0,0.339996
DIN,1/13/2016,83.790001,84.160004,82.919998,83.370003,254800,79.766877,-0.419998,0,0.419998
DIN,1/14/2016,83.589996,83.809998,81.510002,83.059998,203600,79.47027,-0.310005,0,0.310005
DIN,1/15/2016,81.730003,82.470001,79.309998,82.25,229800,78.695279,-0.809998,0,0.809998
DIN,1/19/2016,82.540001,83.110001,80.730003,81.589996,139000,78.0638,-0.660004,0,0.660004
DIN,1/20/2016,80.730003,81.730003,77.360001,80.699997,166400,77.212265,-0.889999,0,0.889999,,,,,83.17083225,,,,,
DIN,1/21/2016,80.860001,81.309998,78.900002,79.550003,219300,76.111972,-1.149994,0,1.149994,,,,,82.61378159615384615384615385,,,,,
DIN,1/22/2016,79.900002,81.970001,79.900002,81.849998,118600,78.312565,2.299995,2.299995,0,,,,,82.49627642751479289940828403,,,,,
DIN,1/25/2016,82.199997,82.910004,80.610001,80.959999,166800,77.46103,-0.889999,0,0.889999,0.2464277857142857142857142857,0.451428,0.5458850264367423249902847978,35.312136226262876048581875439,82.25992605405097860719162495,,,,,
DIN,1/26/2016,81.099998,83.709999,80.32,83.690002,159200,80.073047,2.730003,2.730003,0,0.4238260153061224489795918367,0.4191831428571428571428571429,1.0110759999014604400180837618,50.275374970960897215904673848,82.47993773804313574454675957,,,,,
DIN,1/27/2016,83.370003,83.889999,81.209999,81.879997,136900,78.341267,-1.810005,0,1.810005,0.3935527284985422740524781341,0.518527561224489795918367347,0.7589813115607151194695288595,43.148912758333032780405647776,82.38763916295957639923187348,,,,,
DIN,1/28/2016,82.32,84.690002,82.150002,84.379997,183700,80.733221,2.500000,2.500000,0,0.5440132478915035401915868388,0.4814898782798833819241982508,1.1298539646045813480166102791,53.048424135236178581407685487,82.69415575327348772242696987,,,,,
DIN,1/29/2016,84.389999,85.150002,83.839996,84.919998,163700,81.249884,0.540001,0.540001,0,0.5437266587563961444636163503,0.4470977441170345689296126615,1.2161248091962358496148605926,54.876187665500255518921941432,83.03659302200064345743820527,,,,,
DIN,2/1/2016,84.739998,86.760002,84.589996,86.25,136400,82.522405,1.330002,1.330002,0,0.5998891831309392770019294681,0.4151621909658178140060689,1.444951385711159025125428107,59.099391266254906346175358137,83.53096332630823677167848138,,,,,
DIN,2/2/2016,85.910004,86.07,84.419998,85.279999,98100,81.594326,-0.970001,0,0.970001,0.5570399557644436143589345061,0.4547935344682593987199211214,1.224819425842827410279964811,55.052531977008856830014038124,83.80004573764543111449717655,,,,,
DIN,2/3/2016,85.599998,85.620003,83.57,84.589996,90100,80.934144,-0.690003,0,0.690003,0.5172513874955547847618677557,0.4715942105776694416684981842,1.0968145407509531157992258221,52.308610009836157426640864152,83.92157654723844171226684170,,,,,
