Ticker,Date,Open,High,Low,Close,Volume,Adj_Close,Change,Gain,Loss,AvgGain,AvgLoss,RS,RSI,EMA12,EMA26,MACD,Signal,Histogram
VSAT,2017-01-13,65.68,66.580002,64.790001,65.32,231900,65.32,0,0,0,0,0,0,0,0,0,0,0,0
VSAT,2017-01-12,66.040001,66.040001,64.339996,65.440002,312100,65.440002,0,0,0,0,0,0,0,0,0,0,0,0
VSAT,2017-01-11,65.050003,66.139999,64.75,66.110001,265900,66.110001,0,0,0,0,0,0,0,0,0,0,0,0
VSAT,2017-01-10,64.699997,65.129997,64.010002,65.050003,286900,65.050003,0,0,0,0,0,0,0,0,0,0,0,0
VSAT,2017-01-09,64.949997,65.559998,64.760002,64.870003,223800,64.870003,0,0,0,0,0,0,0,0,0,0,0,0
VSAT,2017-01-06,66.239998,66.239998,65.00,65.07,229500,65.07,0,0,0,0,0,0,0,0,0,0,0,0
VSAT,2017-01-05,65.480003,66.209999,64.720001,65.989998,308300,65.989998,0,0,0,0,0,0,0,0,0,0,0,0
VSAT,2017-01-04,65.540001,66.099998,65.309998,65.839996,318500,65.839996,0,0,0,0,0,0,0,0,0,0,0,0
VSAT,2017-01-03,66.339996,67.330002,64.139999,65.169998,501300,65.169998,0,0,0,0,0,0,0,0,0,0,0,0
VSAT,2016-12-30,67.199997,67.220001,65.889999,66.220001,494700,66.220001,0,0,0,0,0,0,0,0,0,0,0,0
VSAT,2016-12-29,66.860001,67.209999,66.519997,67.169998,168900,67.169998,0,0,0,0,0,0,0,0,0,0,0,0
VSAT,2016-12-28,67.82,67.849998,66.610001,66.82,157100,66.82,0,0,0,0,0,0,0,0,0,0,0,0
VSAT,2016-12-27,67.919998,68.889999,67.589996,67.919998,209900,67.919998,0,0,0,0,0,0,0,0,0,0,0,0
VSAT,2016-12-23,67.50,68.010002,67.18,67.699997,174700,67.699997,0,0,0,0,0,0,0,0,0,0,0,0
