"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
53,"FBP","First Bancorp","Financial","Foreign Regional Banks","USA",1324.56,13.85,5.97,0.51%,1146314
54,"LC","LendingClub Corporation","Financial","Credit Services","USA",2128.56,,5.26,-0.94%,4240187
55,"WRI","Weingarten Realty Investors","Financial","REIT - Retail","USA",4088.43,17.00,31.74,1.18%,1337984
56,"GPT","Gramercy Property Trust, Inc.","Financial","REIT - Diversified","USA",3621.40,300.12,25.51,0.55%,811604
57,"RPAI","Retail Properties of America, Inc.","Financial","REIT - Retail","USA",3413.80,21.48,14.22,2.01%,2531376
58,"AHT","Ashford Hospitality Trust, Inc.","Financial","REIT - Hotel/Motel","USA",587.94,,6.07,-0.16%,572328
59,"MHLD","Maiden Holdings, Ltd.","Financial","Property & Casualty Insurance","Bermuda",1250.78,80.00,14.40,-1.37%,406547
60,"SNR","New Senior Investment Group Inc.","Financial","REIT - Diversified","USA",797.63,,9.58,0.00%,736590
61,"MBI","MBIA Inc.","Financial","Property & Casualty Insurance","USA",1247.20,,9.32,0.54%,1150747
62,"SPG","Simon Property Group, Inc.","Financial","REIT - Retail","USA",54321.55,28.73,168.69,0.31%,2616177
63,"CBL","CBL & Associates Properties, Inc.","Financial","REIT - Retail","USA",1604.77,12.55,9.40,1.29%,2412509
64,"NAVI","Navient Corporation","Financial","Credit Services","USA",4205.14,6.83,14.51,-0.07%,1511270
65,"GGP","GGP Inc.","Financial","REIT - Retail","USA",20601.78,17.45,23.28,1.00%,6479697
66,"SRC","Spirit Realty Capital, Inc.","Financial","REIT - Diversified","USA",4922.97,105.00,10.08,-0.30%,4438676
67,"ALXN","Alexion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",27850.70,70.87,124.74,-2.02%,1459714
68,"ENDP","Endo International plc","Healthcare","Drug Manufacturers - Other","Ireland",2377.99,,10.67,-1.39%,6014883
69,"PRGO","Perrigo Company plc","Healthcare","Drug Related Products","Ireland",9962.90,,70.29,-1.31%,1363299
70,"IPXL","Impax Laboratories, Inc.","Healthcare","Drug Manufacturers - Major","USA",682.46,,9.05,2.26%,1551900
71,"PTCT","PTC Therapeutics, Inc.","Healthcare","Biotechnology","USA",358.52,,10.76,1.13%,932927
72,"HZNP","Horizon Pharma Public Limited Company","Healthcare","Drugs - Generic","Ireland",2456.22,,15.22,-1.17%,1763116
73,"ALR","Alere Inc.","Healthcare","Medical Laboratories & Research","USA",3327.41,,37.76,-0.63%,260642
74,"MNTA","Momenta Pharmaceuticals, Inc.","Healthcare","Drugs - Generic","USA",1023.68,,14.00,-1.06%,649285
75,"TASR","TASER International, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",1186.35,70.40,22.81,0.80%,823752
76,"CSTM","Constellium N.V","Industrial Goods","Metal Fabrication","Netherlands",740.12,,6.30,2.44%,2994831
77,"TGI","Triumph Group, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",1241.91,,24.50,0.62%,555513
78,"DKS","Dick's Sporting Goods, Inc.","Services","Sporting Goods Stores","USA",5273.78,18.45,47.29,-3.17%,4939569
79,"KBR","KBR, Inc.","Services","Technical Services","USA",2057.45,,14.42,-2.30%,1889578
80,"YRCW","YRC Worldwide Inc.","Services","Trucking","USA",388.66,18.16,11.64,0.26%,394786
81,"NWSA","News Corporation","Services","Broadcasting - TV","USA",7235.25,,12.28,-0.81%,1704580
82,"UAL","United Continental Holdings, Inc.","Services","Major Airlines","USA",22036.98,9.33,69.85,-3.44%,6730662
83,"SONC","Sonic Corp.","Services","Restaurants","USA",1021.01,17.86,23.45,-0.42%,834760
84,"KR","The Kroger Co.","Services","Grocery Stores","USA",26924.13,13.79,28.69,-0.45%,9082558
85,"BKS","Barnes & Noble, Inc.","Services","Specialty Retail, Other","USA",630.34,127.54,8.80,2.33%,1086344
86,"AAL","American Airlines Group Inc.","Services","Major Airlines","USA",21802.50,8.87,42.37,-3.49%,8851238
87,"ETSY","Etsy, Inc.","Services","Specialty Retail, Other","USA",1157.46,,10.05,3.40%,1940186
88,"SCOR","comScore, Inc.","Services","Business Services","USA",1262.04,,22.07,4.41%,211105
89,"DAL","Delta Air Lines, Inc.","Services","Major Airlines","USA",34972.24,8.19,47.35,-1.17%,6966011
90,"JCP","J. C. Penney Company, Inc.","Services","Department Stores","USA",1829.29,,5.99,-5.82%,22405982
91,"RRD","R.R. Donnelley & Sons Company","Services","Business Services","USA",974.11,,13.55,-4.17%,2036002
92,"FRED","Fred's, Inc.","Services","Discount, Variety Stores","USA",535.18,,14.78,-2.51%,699148
93,"GCI","Gannett Co., Inc.","Services","Publishing - Newspapers","USA",907.57,18.05,7.98,0.88%,720412
94,"SYNA","Synaptics Incorporated","Technology","Application Software","USA",1751.14,45.94,49.89,-2.23%,515991
95,"CSRA","CSRA Inc.","Technology","Information Technology Services","USA",4692.57,24.81,28.81,1.37%,987858
96,"IPHI","Inphi Corporation","Technology","Semiconductor - Broad Line","USA",1810.82,71.96,42.89,-1.88%,991811
97,"NPTN","NeoPhotonics Corporation","Technology","Semiconductor - Broad Line","USA",386.61,,8.51,-5.55%,2212226
98,"TDS","Telephone and Data Systems, Inc.","Technology","Wireless Communications","USA",2821.47,66.98,25.99,-0.35%,685569
99,"SHOR","ShoreTel, Inc.","Technology","Communication Equipment","USA",412.66,,6.10,-3.17%,272003
100,"CIEN","Ciena Corporation","Technology","Communication Equipment","USA",3292.71,42.54,23.27,-1.65%,4875831
101,"SNCR","Synchronoss Technologies, Inc.","Technology","Application Software","USA",1191.44,,25.98,-1.22%,538098
102,"IRM","Iron Mountain Incorporated","Technology","Business Software & Services","USA",8932.73,77.83,34.01,-0.67%,907854
103,"GRUB","GrubHub Inc.","Technology","Internet Information Providers","USA",2938.44,59.86,34.42,1.92%,1871398
104,"ARRS","ARRIS International plc","Technology","Communication Equipment","USA",4693.74,290.47,24.98,-1.58%,4013927
105,"PANW","Palo Alto Networks, Inc.","Technology","Networking & Communication Devices","USA",10481.76,,117.68,-1.01%,2090848
106,"ACIA","Acacia Communications, Inc.","Technology","Communication Equipment","USA",2046.00,22.10,51.15,1.17%,633515
107,"FNSR","Finisar Corporation","Technology","Networking & Communication Devices","USA",3830.33,30.47,26.75,-0.85%,12319543
108,"CPN","Calpine Corporation","Utilities","Electric Utilities","USA",3942.22,42.95,10.91,-0.91%,1995583
